person,date,category,amount,monthly_income,description,payment_mode
Siddharth Rao,2023-09-02,Entertainment,1905.0,30000.0,,NetBanking
Rahul Kumar,2023-09-03,Rent,5901.0,20000.0,,Cash
Tanvi Jain,2023-09-03,Groceries,2108.0,30000.0,,UPI
Swathi Reddy,2023-09-03,Entertainment,1558.0,25000.0,,UPI
Ishita Roy,2023-09-03,Utilities,2328.0,22000.0,,UPI
Megha Das,2023-09-03,Food,449.0,25000.0,,NetBanking
Ishita Roy,2023-09-03,Utilities,1051.0,22000.0,,Card
Swathi Reddy,2023-09-03,Groceries,1032.0,25000.0,,Cash
Amit Sharma,2023-09-03,Groceries,1648.0,20000.0,,Cash
Shreya Sen,2023-09-03,Food,336.0,18000.0,,UPI
Megha Das,2023-09-03,Food,521.0,25000.0,,Cash
Siddharth Rao,2023-09-04,Groceries,2092.0,30000.0,,Cash
Siddharth Rao,2023-09-04,Rent,9351.0,30000.0,,UPI
Shreya Sen,2023-09-04,Utilities,673.0,18000.0,,UPI
Aditya Pillai,2023-09-04,Rent,5215.0,20000.0,,UPI
Ishita Roy,2023-09-04,Groceries,298.0,22000.0,,Card
Vivek Menon,2023-09-04,Food,662.0,18000.0,,Cash
Arjun Nair,2023-09-04,Rent,5088.0,22000.0,,UPI
Sneha Kapoor,2023-09-04,Miscellaneous,221.0,18000.0,,NetBanking
Priya Iyer,2023-09-04,Miscellaneous,1099.0,18000.0,,NetBanking
Megha Das,2023-09-04,Study Materials,921.0,25000.0,,UPI
Swathi Reddy,2023-09-04,Entertainment,1196.0,25000.0,,UPI
Ananya Singh,2023-09-04,Miscellaneous,733.0,30000.0,,Cash
Sneha Kapoor,2023-09-05,Travel,580.0,18000.0,,Cash
Varun Gupta,2023-09-05,Groceries,395.0,20000.0,,Card
Krishna Rao,2023-09-05,Health,554.0,30000.0,,Cash
Varun Gupta,2023-09-05,Study Materials,680.0,20000.0,,UPI
Varun Gupta,2023-09-05,Utilities,930.0,20000.0,,Cash
Krishna Rao,2023-09-05,Groceries,1754.0,30000.0,,Card
Vikram Joshi,2023-09-05,Health,1758.0,25000.0,,Cash
Rohan Verma,2023-09-05,Study Materials,1222.0,20000.0,,Cash
Swathi Reddy,2023-09-05,Groceries,403.0,25000.0,,Cash
Ishita Roy,2023-09-06,Groceries,1011.0,22000.0,,Cash
Rohan Verma,2023-09-06,Miscellaneous,648.0,20000.0,,Cash
Harsha Patel,2023-09-06,Study Materials,818.0,30000.0,,UPI
Vikram Joshi,2023-09-06,Rent,7452.0,25000.0,,NetBanking
Sneha Kapoor,2023-09-06,Food,492.0,18000.0,,UPI
Harsha Patel,2023-09-06,Study Materials,1165.0,30000.0,,Cash
Siddharth Rao,2023-09-06,Study Materials,945.0,30000.0,,Card
Amit Sharma,2023-09-07,Study Materials,778.0,20000.0,,NetBanking
Shreya Sen,2023-09-07,Miscellaneous,413.0,18000.0,,Cash
Megha Das,2023-09-07,Health,426.0,25000.0,,Card
Varun Gupta,2023-09-07,Travel,196.0,20000.0,,NetBanking
Vivek Menon,2023-09-07,Study Materials,1422.0,18000.0,,Card
Tanvi Jain,2023-09-07,Health,732.0,30000.0,,NetBanking
Swathi Reddy,2023-09-07,Travel,579.0,25000.0,,Card
Divya Yeddu,2023-09-07,Study Materials,1160.0,25000.0,,Cash
Siddharth Rao,2023-09-07,Food,396.0,30000.0,,UPI
Sneha Kapoor,2023-09-07,Groceries,1353.0,18000.0,,UPI
Divya Yeddu,2023-09-07,Rent,7072.0,25000.0,,Card
Aditya Pillai,2023-09-07,Miscellaneous,812.0,20000.0,,Card
Varun Gupta,2023-09-08,Rent,10772.0,20000.0,,NetBanking
Amit Sharma,2023-09-08,Rent,8764.0,20000.0,,Card
Divya Yeddu,2023-09-08,Entertainment,2318.0,25000.0,,Card
Megha Das,2023-09-08,Food,231.0,25000.0,,UPI
Pooja Mehta,2023-09-08,Miscellaneous,113.0,30000.0,,NetBanking
Harini Bhat,2023-09-08,Entertainment,342.0,30000.0,,UPI
Harini Bhat,2023-09-08,Travel,342.0,30000.0,,Cash
Megha Das,2023-09-08,Groceries,188.0,25000.0,,Card
Swathi Reddy,2023-09-08,Food,230.0,25000.0,,Card
Divya Yeddu,2023-09-08,Health,328.0,25000.0,,UPI
Megha Das,2023-09-08,Food,669.0,25000.0,,Card
Megha Das,2023-09-09,Travel,106.0,25000.0,,Card
Siddharth Rao,2023-09-09,Groceries,2225.0,30000.0,,UPI
Shreya Sen,2023-09-09,Travel,586.0,18000.0,,Card
Vivek Menon,2023-09-09,Miscellaneous,812.0,18000.0,,Cash
Nisha Sharma,2023-09-09,Travel,385.0,18000.0,,Cash
Harini Bhat,2023-09-09,Rent,4195.0,30000.0,,NetBanking
Megha Das,2023-09-09,Rent,5841.0,25000.0,,NetBanking
Vivek Menon,2023-09-09,Health,1339.0,18000.0,,Cash
Sneha Kapoor,2023-09-09,Food,423.0,18000.0,,Card
Amit Sharma,2023-09-10,Entertainment,2288.0,20000.0,,UPI
Karthik Rao,2023-09-10,Food,102.0,18000.0,,NetBanking
Karthik Rao,2023-09-10,Entertainment,2439.0,18000.0,,Card
Shreya Sen,2023-09-10,Rent,7549.0,18000.0,,NetBanking
Ishita Roy,2023-09-10,Miscellaneous,2125.0,22000.0,,NetBanking
Megha Das,2023-09-10,Utilities,1410.0,25000.0,,NetBanking
Divya Yeddu,2023-09-10,Groceries,1493.0,25000.0,,NetBanking
Swathi Reddy,2023-09-11,Rent,6982.0,25000.0,,NetBanking
Rohan Verma,2023-09-11,Health,1612.0,20000.0,,Card
Priya Iyer,2023-09-11,Travel,152.0,18000.0,,UPI
Swathi Reddy,2023-09-11,Travel,205.0,25000.0,,NetBanking
Harsha Patel,2023-09-11,Miscellaneous,565.0,30000.0,,UPI
Ishita Roy,2023-09-11,Groceries,792.0,22000.0,,UPI
Ananya Singh,2023-09-11,Travel,453.0,30000.0,,NetBanking
Harsha Patel,2023-09-11,Travel,483.0,30000.0,,NetBanking
Vivek Menon,2023-09-11,Travel,584.0,18000.0,,Card
Varun Gupta,2023-09-12,Study Materials,931.0,20000.0,,UPI
Ishita Roy,2023-09-12,Food,579.0,22000.0,,UPI
Arjun Nair,2023-09-12,Entertainment,1812.0,22000.0,,NetBanking
Krishna Rao,2023-09-12,Travel,334.0,30000.0,,Cash
Arjun Nair,2023-09-12,Travel,247.0,22000.0,,NetBanking
Harsha Patel,2023-09-12,Entertainment,1429.0,30000.0,,NetBanking
Arjun Nair,2023-09-12,Miscellaneous,1055.0,22000.0,,NetBanking
Siddharth Rao,2023-09-12,Rent,8451.0,30000.0,,NetBanking
Ishita Roy,2023-09-13,Groceries,1360.0,22000.0,,UPI
Vivek Menon,2023-09-13,Utilities,1405.0,18000.0,,Card
Aditya Pillai,2023-09-13,Travel,231.0,20000.0,,UPI
Vikram Joshi,2023-09-13,Food,180.0,25000.0,,NetBanking
Ishita Roy,2023-09-13,Groceries,899.0,22000.0,,UPI
Sneha Kapoor,2023-09-14,Utilities,570.0,18000.0,,UPI
Karthik Rao,2023-09-14,Groceries,1355.0,18000.0,,Card
Swathi Reddy,2023-09-14,Study Materials,1023.0,25000.0,,NetBanking
Divya Yeddu,2023-09-14,Study Materials,1620.0,25000.0,,Card
Ishita Roy,2023-09-15,Entertainment,2275.0,22000.0,,Card
Varun Gupta,2023-09-15,Food,221.0,20000.0,,UPI
Priya Iyer,2023-09-15,Health,1440.0,18000.0,,Cash
Vivek Menon,2023-09-15,Utilities,2480.0,18000.0,,NetBanking
Divya Yeddu,2023-09-15,Utilities,2444.0,25000.0,,NetBanking
Priya Iyer,2023-09-15,Food,108.0,18000.0,,Cash
Tanvi Jain,2023-09-15,Rent,10185.0,30000.0,,Card
Vivek Menon,2023-09-15,Rent,4409.0,18000.0,,UPI
Siddharth Rao,2023-09-16,Food,583.0,30000.0,,NetBanking
Sneha Kapoor,2023-09-16,Utilities,1830.0,18000.0,,NetBanking
Megha Das,2023-09-17,Study Materials,921.0,25000.0,,Cash
Priya Iyer,2023-09-17,Rent,8969.0,18000.0,,NetBanking
Ananya Singh,2023-09-17,Entertainment,876.0,30000.0,,Cash
Nisha Sharma,2023-09-17,Miscellaneous,471.0,18000.0,,UPI
Pooja Mehta,2023-09-17,Food,623.0,30000.0,,Cash
Sneha Kapoor,2023-09-17,Food,676.0,18000.0,,NetBanking
Megha Das,2023-09-17,Entertainment,1107.0,25000.0,,Cash
Aditya Pillai,2023-09-17,Utilities,2148.0,20000.0,,UPI
Arjun Nair,2023-09-17,Groceries,548.0,22000.0,,UPI
Krishna Rao,2023-09-18,Rent,8426.0,30000.0,,Card
Vivek Menon,2023-09-18,Rent,11534.0,18000.0,,Cash
Vivek Menon,2023-09-18,Rent,9054.0,18000.0,,Cash
Vivek Menon,2023-09-18,Utilities,2391.0,18000.0,,Card
Divya Yeddu,2023-09-19,Entertainment,2375.0,25000.0,,Card
Harini Bhat,2023-09-19,Groceries,1704.0,30000.0,,Cash
Shreya Sen,2023-09-19,Groceries,2032.0,18000.0,,Card
Pooja Mehta,2023-09-19,Food,420.0,30000.0,,UPI
Aditya Pillai,2023-09-19,Health,1462.0,20000.0,,UPI
Harini Bhat,2023-09-19,Study Materials,1066.0,30000.0,,Card
Pooja Mehta,2023-09-19,Food,552.0,30000.0,,UPI
Tanvi Jain,2023-09-19,Groceries,1240.0,30000.0,,UPI
Ananya Singh,2023-09-20,Study Materials,472.0,30000.0,,NetBanking
Harini Bhat,2023-09-21,Rent,6600.0,30000.0,,NetBanking
Siddharth Rao,2023-09-21,Food,326.0,30000.0,,Cash
Varun Gupta,2023-09-21,Entertainment,1404.0,20000.0,,NetBanking
Priya Iyer,2023-09-21,Groceries,2497.0,18000.0,,Card
Harini Bhat,2023-09-21,Utilities,2195.0,30000.0,,Cash
Rahul Kumar,2023-09-21,Rent,9114.0,20000.0,,Cash
Shreya Sen,2023-09-21,Utilities,1339.0,18000.0,,Card
Ananya Singh,2023-09-22,Utilities,2420.0,30000.0,,NetBanking
Megha Das,2023-09-22,Utilities,1047.0,25000.0,,Cash
Shreya Sen,2023-09-22,Food,339.0,18000.0,,NetBanking
Megha Das,2023-09-22,Groceries,1161.0,25000.0,,NetBanking
Varun Gupta,2023-09-22,Miscellaneous,1716.0,20000.0,,Cash
Rohan Verma,2023-09-22,Groceries,1205.0,20000.0,,Cash
Arjun Nair,2023-09-22,Food,611.0,22000.0,,UPI
Arjun Nair,2023-09-22,Health,877.0,22000.0,,UPI
Harini Bhat,2023-09-22,Miscellaneous,1168.0,30000.0,,UPI
Siddharth Rao,2023-09-22,Travel,245.0,30000.0,,NetBanking
Krishna Rao,2023-09-23,Health,1749.0,30000.0,,Card
Harsha Patel,2023-09-23,Rent,5762.0,30000.0,,Cash
Megha Das,2023-09-23,Travel,133.0,25000.0,,Card
Ishita Roy,2023-09-23,Rent,5519.0,22000.0,,Card
Ishita Roy,2023-09-23,Entertainment,462.0,22000.0,,NetBanking
Priya Iyer,2023-09-23,Travel,63.0,18000.0,,Card
Megha Das,2023-09-23,Health,947.0,25000.0,,Cash
Divya Yeddu,2023-09-24,Study Materials,1663.0,25000.0,,NetBanking
Karthik Rao,2023-09-24,Miscellaneous,440.0,18000.0,,UPI
Aditya Pillai,2023-09-24,Travel,544.0,20000.0,,NetBanking
Shreya Sen,2023-09-24,Entertainment,2064.0,18000.0,,Card
Arjun Nair,2023-09-24,Groceries,1667.0,22000.0,,Cash
Siddharth Rao,2023-09-25,Travel,459.0,30000.0,,UPI
Ishita Roy,2023-09-25,Health,600.0,22000.0,,Card
Ishita Roy,2023-09-25,Groceries,1261.0,22000.0,,Card
Ishita Roy,2023-09-25,Study Materials,1835.0,22000.0,,NetBanking
Siddharth Rao,2023-09-25,Travel,445.0,30000.0,,NetBanking
Pooja Mehta,2023-09-25,Utilities,2315.0,30000.0,,Card
Swathi Reddy,2023-09-25,Food,384.0,25000.0,,Cash
Swathi Reddy,2023-09-25,Utilities,1014.0,25000.0,,Cash
Shreya Sen,2023-09-25,Food,236.0,18000.0,,UPI
Harsha Patel,2023-09-25,Study Materials,1333.0,30000.0,,Cash
Tanvi Jain,2023-09-25,Groceries,2185.0,30000.0,,Cash
Nisha Sharma,2023-09-25,Health,558.0,18000.0,,NetBanking
Vikram Joshi,2023-09-26,Study Materials,985.0,25000.0,,Card
Ishita Roy,2023-09-26,Miscellaneous,1032.0,22000.0,,Cash
Varun Gupta,2023-09-26,Travel,261.0,20000.0,,Card
Swathi Reddy,2023-09-26,Food,142.0,25000.0,,NetBanking
Vikram Joshi,2023-09-26,Study Materials,1427.0,25000.0,,UPI
Aditya Pillai,2023-09-26,Food,608.0,20000.0,,Cash
Rohan Verma,2023-09-26,Study Materials,1975.0,20000.0,,UPI
Siddharth Rao,2023-09-27,Food,225.0,30000.0,,NetBanking
Siddharth Rao,2023-09-27,Entertainment,1390.0,30000.0,,UPI
Vivek Menon,2023-09-27,Utilities,2209.0,18000.0,,Card
Sneha Kapoor,2023-09-27,Entertainment,2123.0,18000.0,,NetBanking
Karthik Rao,2023-09-27,Study Materials,1715.0,18000.0,,Cash
Aditya Pillai,2023-09-27,Groceries,1886.0,20000.0,,Card
Amit Sharma,2023-09-27,Travel,583.0,20000.0,,Card
Arjun Nair,2023-09-27,Rent,9411.0,22000.0,,Cash
Harsha Patel,2023-09-27,Food,488.0,30000.0,,Card
Arjun Nair,2023-09-28,Study Materials,405.0,22000.0,,UPI
Swathi Reddy,2023-09-28,Food,447.0,25000.0,,Card
Harsha Patel,2023-09-28,Health,335.0,30000.0,,Cash
Tanvi Jain,2023-09-28,Food,374.0,30000.0,,UPI
Swathi Reddy,2023-09-28,Rent,6013.0,25000.0,,Cash
Rahul Kumar,2023-09-29,Study Materials,1824.0,20000.0,,UPI
Nisha Sharma,2023-09-29,Travel,561.0,18000.0,,Cash
Nisha Sharma,2023-09-29,Entertainment,1614.0,18000.0,,Cash
Ananya Singh,2023-09-29,Utilities,1749.0,30000.0,,Card
Siddharth Rao,2023-09-29,Food,169.0,30000.0,,Card
Krishna Rao,2023-09-29,Groceries,2462.0,30000.0,,NetBanking
Rohan Verma,2023-09-29,Groceries,1919.0,20000.0,,UPI
Vivek Menon,2023-09-29,Rent,11445.0,18000.0,,Card
Tanvi Jain,2023-09-29,Utilities,234.0,30000.0,,Cash
Harini Bhat,2023-09-29,Food,636.0,30000.0,,NetBanking
Divya Yeddu,2023-09-29,Travel,305.0,25000.0,,Cash
Karthik Rao,2023-09-29,Entertainment,2155.0,18000.0,,Cash
Krishna Rao,2023-09-29,Study Materials,1037.0,30000.0,,Card
Megha Das,2023-09-29,Groceries,470.0,25000.0,,UPI
Sneha Kapoor,2023-09-30,Utilities,2309.0,18000.0,,UPI
Karthik Rao,2023-09-30,Health,1825.0,18000.0,,Card
Arjun Nair,2023-09-30,Travel,212.0,22000.0,,Cash
Rohan Verma,2023-09-30,Entertainment,1713.0,20000.0,,Cash
Rahul Kumar,2023-09-30,Utilities,1405.0,20000.0,,Cash
Varun Gupta,2023-10-01,Groceries,2375.0,20000.0,,Card
Swathi Reddy,2023-10-01,Study Materials,1351.0,25000.0,,NetBanking
Priya Iyer,2023-10-01,Groceries,2067.0,18000.0,,Card
Rahul Kumar,2023-10-01,Groceries,956.0,20000.0,,UPI
Harini Bhat,2023-10-01,Miscellaneous,529.0,30000.0,,Card
Pooja Mehta,2023-10-01,Travel,309.0,30000.0,,Cash
Ananya Singh,2023-10-01,Study Materials,894.0,30000.0,,UPI
Megha Das,2023-10-01,Entertainment,402.0,25000.0,,UPI
Nisha Sharma,2023-10-01,Utilities,2260.0,18000.0,,NetBanking
Tanvi Jain,2023-10-01,Miscellaneous,300.0,30000.0,,UPI
Shreya Sen,2023-10-01,Travel,264.0,18000.0,,Cash
Swathi Reddy,2023-10-02,Travel,513.0,25000.0,,UPI
Tanvi Jain,2023-10-02,Miscellaneous,1886.0,30000.0,,Cash
Pooja Mehta,2023-10-02,Utilities,1374.0,30000.0,,Cash
Vikram Joshi,2023-10-02,Study Materials,657.0,25000.0,,Card
Krishna Rao,2023-10-02,Utilities,1967.0,30000.0,,NetBanking
Swathi Reddy,2023-10-02,Entertainment,389.0,25000.0,,UPI
Tanvi Jain,2023-10-02,Rent,4738.0,30000.0,,UPI
Harini Bhat,2023-10-02,Entertainment,1088.0,30000.0,,NetBanking
Nisha Sharma,2023-10-02,Health,1073.0,18000.0,,NetBanking
Vivek Menon,2023-10-02,Food,201.0,18000.0,,UPI
Sneha Kapoor,2023-10-02,Study Materials,1956.0,18000.0,,Cash
Tanvi Jain,2023-10-03,Travel,110.0,30000.0,,UPI
Swathi Reddy,2023-10-03,Utilities,2129.0,25000.0,,UPI
Karthik Rao,2023-10-03,Utilities,575.0,18000.0,,Cash
Swathi Reddy,2023-10-03,Rent,6120.0,25000.0,,UPI
Swathi Reddy,2023-10-03,Miscellaneous,2112.0,25000.0,,Cash
Pooja Mehta,2023-10-03,Rent,8366.0,30000.0,,Card
Priya Iyer,2023-10-03,Miscellaneous,2180.0,18000.0,,NetBanking
Megha Das,2023-10-03,Miscellaneous,425.0,25000.0,,Card
Varun Gupta,2023-10-03,Groceries,1406.0,20000.0,,UPI
Priya Iyer,2023-10-03,Study Materials,1420.0,18000.0,,Card
Ishita Roy,2023-10-04,Health,352.0,22000.0,,NetBanking
Siddharth Rao,2023-10-04,Utilities,792.0,30000.0,,UPI
Rahul Kumar,2023-10-04,Groceries,2497.0,20000.0,,Card
Harini Bhat,2023-10-04,Utilities,2035.0,30000.0,,UPI
Priya Iyer,2023-10-04,Food,396.0,18000.0,,NetBanking
Harini Bhat,2023-10-04,Miscellaneous,958.0,30000.0,,NetBanking
Priya Iyer,2023-10-04,Study Materials,1194.0,18000.0,,Cash
Amit Sharma,2023-10-04,Utilities,2370.0,20000.0,,NetBanking
Tanvi Jain,2023-10-05,Study Materials,319.0,30000.0,,UPI
Sneha Kapoor,2023-10-05,Miscellaneous,968.0,18000.0,,Card
Arjun Nair,2023-10-05,Entertainment,793.0,22000.0,,Card
Siddharth Rao,2023-10-05,Entertainment,234.0,30000.0,,Card
Tanvi Jain,2023-10-05,Rent,8874.0,30000.0,,UPI
Harini Bhat,2023-10-05,Food,309.0,30000.0,,UPI
Megha Das,2023-10-05,Travel,61.0,25000.0,,Cash
Harini Bhat,2023-10-05,Rent,7310.0,30000.0,,UPI
Shreya Sen,2023-10-05,Miscellaneous,1779.0,18000.0,,Cash
Sneha Kapoor,2023-10-06,Groceries,381.0,18000.0,,Card
Harsha Patel,2023-10-06,Travel,241.0,30000.0,,Cash
Krishna Rao,2023-10-06,Groceries,1287.0,30000.0,,Cash
Amit Sharma,2023-10-06,Travel,488.0,20000.0,,UPI
Swathi Reddy,2023-10-06,Entertainment,911.0,25000.0,,Cash
Harini Bhat,2023-10-06,Groceries,1799.0,30000.0,,Cash
Karthik Rao,2023-10-06,Utilities,1061.0,18000.0,,Card
Divya Yeddu,2023-10-06,Rent,7223.0,25000.0,,UPI
Varun Gupta,2023-10-06,Rent,5268.0,20000.0,,Cash
Arjun Nair,2023-10-06,Travel,120.0,22000.0,,UPI
Priya Iyer,2023-10-06,Travel,336.0,18000.0,,NetBanking
Rahul Kumar,2023-10-07,Rent,11584.0,20000.0,,NetBanking
Vivek Menon,2023-10-07,Rent,4078.0,18000.0,,Cash
Rahul Kumar,2023-10-07,Groceries,891.0,20000.0,,UPI
Aditya Pillai,2023-10-07,Utilities,1897.0,20000.0,,Cash
Tanvi Jain,2023-10-07,Travel,83.0,30000.0,,NetBanking
Rahul Kumar,2023-10-07,Travel,53.0,20000.0,,UPI
Varun Gupta,2023-10-07,Rent,4761.0,20000.0,,UPI
Tanvi Jain,2023-10-07,Study Materials,669.0,30000.0,,Cash
Tanvi Jain,2023-10-07,Travel,258.0,30000.0,,UPI
Amit Sharma,2023-10-08,Miscellaneous,375.0,20000.0,,Cash
Vikram Joshi,2023-10-08,Health,1793.0,25000.0,,UPI
Swathi Reddy,2023-10-08,Utilities,2211.0,25000.0,,UPI
Megha Das,2023-10-08,Miscellaneous,286.0,25000.0,,Cash
Tanvi Jain,2023-10-08,Food,147.0,30000.0,,NetBanking
Pooja Mehta,2023-10-08,Utilities,467.0,30000.0,,UPI
Priya Iyer,2023-10-09,Study Materials,1743.0,18000.0,,Cash
Vikram Joshi,2023-10-09,Travel,294.0,25000.0,,Card
Vikram Joshi,2023-10-09,Health,986.0,25000.0,,Cash
Priya Iyer,2023-10-09,Entertainment,1593.0,18000.0,,Cash
Pooja Mehta,2023-10-09,Travel,440.0,30000.0,,Card
Harini Bhat,2023-10-09,Study Materials,960.0,30000.0,,Card
Ishita Roy,2023-10-09,Groceries,1971.0,22000.0,,Card
Rohan Verma,2023-10-10,Entertainment,2177.0,20000.0,,Card
Rohan Verma,2023-10-10,Study Materials,1571.0,20000.0,,NetBanking
Arjun Nair,2023-10-10,Groceries,1943.0,22000.0,,Card
Ananya Singh,2023-10-10,Health,1541.0,30000.0,,Cash
Karthik Rao,2023-10-10,Utilities,2239.0,18000.0,,Card
Nisha Sharma,2023-10-10,Miscellaneous,1226.0,18000.0,,NetBanking
Arjun Nair,2023-10-10,Study Materials,1560.0,22000.0,,NetBanking
Sneha Kapoor,2023-10-10,Study Materials,1897.0,18000.0,,Card
Shreya Sen,2023-10-10,Rent,6581.0,18000.0,,Cash
Harsha Patel,2023-10-10,Travel,421.0,30000.0,,Card
Ishita Roy,2023-10-10,Food,299.0,22000.0,,NetBanking
Rohan Verma,2023-10-10,Groceries,1873.0,20000.0,,NetBanking
Varun Gupta,2023-10-10,Health,1426.0,20000.0,,UPI
Vikram Joshi,2023-10-10,Study Materials,1972.0,25000.0,,Card
Megha Das,2023-10-10,Groceries,2263.0,25000.0,,Cash
Pooja Mehta,2023-10-10,Rent,8708.0,30000.0,,Cash
Rahul Kumar,2023-10-11,Rent,4431.0,20000.0,,UPI
Harini Bhat,2023-10-11,Food,667.0,30000.0,,Cash
Sneha Kapoor,2023-10-11,Groceries,1362.0,18000.0,,Card
Amit Sharma,2023-10-11,Study Materials,982.0,20000.0,,NetBanking
Tanvi Jain,2023-10-12,Health,648.0,30000.0,,Card
Priya Iyer,2023-10-12,Travel,380.0,18000.0,,UPI
Krishna Rao,2023-10-12,Food,443.0,30000.0,,UPI
Megha Das,2023-10-12,Rent,10374.0,25000.0,,UPI
Swathi Reddy,2023-10-12,Travel,496.0,25000.0,,Cash
Rohan Verma,2023-10-12,Study Materials,1835.0,20000.0,,UPI
Siddharth Rao,2023-10-12,Entertainment,161.0,30000.0,,Card
Varun Gupta,2023-10-12,Study Materials,1057.0,20000.0,,UPI
Priya Iyer,2023-10-13,Utilities,2222.0,18000.0,,Card
Shreya Sen,2023-10-13,Rent,8723.0,18000.0,,UPI
Vikram Joshi,2023-10-13,Health,1014.0,25000.0,,Cash
Krishna Rao,2023-10-13,Utilities,1768.0,30000.0,,Card
Karthik Rao,2023-10-13,Travel,441.0,18000.0,,Cash
Vivek Menon,2023-10-13,Travel,61.0,18000.0,,Cash
Shreya Sen,2023-10-13,Health,1208.0,18000.0,,Cash
Sneha Kapoor,2023-10-13,Health,1111.0,18000.0,,Card
Siddharth Rao,2023-10-13,Health,663.0,30000.0,,Cash
Siddharth Rao,2023-10-13,Study Materials,1977.0,30000.0,,UPI
Varun Gupta,2023-10-13,Food,223.0,20000.0,,Cash
Shreya Sen,2023-10-13,Utilities,1519.0,18000.0,,Cash
Sneha Kapoor,2023-10-14,Travel,575.0,18000.0,,Cash
Ananya Singh,2023-10-14,Health,2381.0,30000.0,,UPI
Amit Sharma,2023-10-14,Miscellaneous,2338.0,20000.0,,NetBanking
Amit Sharma,2023-10-14,Groceries,519.0,20000.0,,Card
Priya Iyer,2023-10-14,Study Materials,826.0,18000.0,,NetBanking
Rohan Verma,2023-10-14,Study Materials,1984.0,20000.0,,NetBanking
Krishna Rao,2023-10-14,Study Materials,1158.0,30000.0,,NetBanking
Aditya Pillai,2023-10-14,Rent,9900.0,20000.0,,NetBanking
Arjun Nair,2023-10-14,Travel,268.0,22000.0,,UPI
Priya Iyer,2023-10-14,Health,1389.0,18000.0,,UPI
Aditya Pillai,2023-10-15,Food,443.0,20000.0,,Card
Nisha Sharma,2023-10-15,Health,1883.0,18000.0,,UPI
Ishita Roy,2023-10-15,Groceries,1415.0,22000.0,,UPI
Vivek Menon,2023-10-15,Rent,9878.0,18000.0,,UPI
Karthik Rao,2023-10-15,Travel,101.0,18000.0,,Card
Sneha Kapoor,2023-10-15,Study Materials,636.0,18000.0,,UPI
Shreya Sen,2023-10-15,Utilities,1849.0,18000.0,,NetBanking
Megha Das,2023-10-15,Groceries,1501.0,25000.0,,UPI
Nisha Sharma,2023-10-16,Food,540.0,18000.0,,UPI
Krishna Rao,2023-10-16,Travel,435.0,30000.0,,NetBanking
Siddharth Rao,2023-10-16,Utilities,419.0,30000.0,,Card
Krishna Rao,2023-10-16,Entertainment,1425.0,30000.0,,NetBanking
Shreya Sen,2023-10-17,Groceries,333.0,18000.0,,Card
Swathi Reddy,2023-10-17,Food,285.0,25000.0,,Cash
Rahul Kumar,2023-10-17,Health,1865.0,20000.0,,Cash
Sneha Kapoor,2023-10-17,Study Materials,1545.0,18000.0,,Cash
Megha Das,2023-10-17,Study Materials,1338.0,25000.0,,NetBanking
Pooja Mehta,2023-10-17,Groceries,1448.0,30000.0,,UPI
Nisha Sharma,2023-10-17,Study Materials,856.0,18000.0,,Cash
Sneha Kapoor,2023-10-17,Entertainment,1290.0,18000.0,,UPI
Pooja Mehta,2023-10-18,Miscellaneous,1110.0,30000.0,,NetBanking
Varun Gupta,2023-10-18,Rent,10856.0,20000.0,,UPI
Varun Gupta,2023-10-18,Rent,8132.0,20000.0,,UPI
Ananya Singh,2023-10-18,Travel,128.0,30000.0,,NetBanking
Vikram Joshi,2023-10-19,Utilities,1200.0,25000.0,,Cash
Aditya Pillai,2023-10-19,Food,201.0,20000.0,,Card
Krishna Rao,2023-10-19,Entertainment,825.0,30000.0,,NetBanking
Varun Gupta,2023-10-19,Groceries,2077.0,20000.0,,Cash
Arjun Nair,2023-10-19,Utilities,1604.0,22000.0,,Cash
Rohan Verma,2023-10-19,Study Materials,1631.0,20000.0,,UPI
Rohan Verma,2023-10-19,Utilities,2267.0,20000.0,,UPI
Shreya Sen,2023-10-20,Travel,440.0,18000.0,,Card
Sneha Kapoor,2023-10-20,Travel,335.0,18000.0,,UPI
Ananya Singh,2023-10-20,Study Materials,1739.0,30000.0,,NetBanking
Vivek Menon,2023-10-20,Travel,467.0,18000.0,,Card
Sneha Kapoor,2023-10-20,Rent,10212.0,18000.0,,NetBanking
Arjun Nair,2023-10-20,Health,954.0,22000.0,,Card
Harini Bhat,2023-10-20,Health,2111.0,30000.0,,Cash
Karthik Rao,2023-10-21,Utilities,2087.0,18000.0,,Card
Shreya Sen,2023-10-21,Miscellaneous,1833.0,18000.0,,Card
Nisha Sharma,2023-10-21,Rent,7001.0,18000.0,,Cash
Arjun Nair,2023-10-21,Utilities,912.0,22000.0,,NetBanking
Ishita Roy,2023-10-21,Utilities,780.0,22000.0,,Cash
Divya Yeddu,2023-10-21,Rent,8478.0,25000.0,,UPI
Swathi Reddy,2023-10-21,Entertainment,2293.0,25000.0,,UPI
Shreya Sen,2023-10-21,Food,262.0,18000.0,,UPI
Varun Gupta,2023-10-21,Health,356.0,20000.0,,Card
Priya Iyer,2023-10-22,Groceries,1106.0,18000.0,,Card
Rohan Verma,2023-10-22,Groceries,2329.0,20000.0,,NetBanking
Ishita Roy,2023-10-22,Study Materials,1309.0,22000.0,,Cash
Sneha Kapoor,2023-10-22,Rent,9069.0,18000.0,,Card
